AYUNTAMIENTOS
02/07/2018 20:00 (UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
7547,7392,0,7392,97.9462,6115,81.0255,4.0413,1276,3634952,2466358,2465153,67.8180

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PV,MC,NA,CPP,PSI,MORENA,PES,C_PT_MORENA_PES,C_PT_MORENA,C_PT_PES,C_MORENA_PES,C_PRI_NA,C_PAN_PRD_MC_CPP_PSI,C_PAN_PRD_MC_CPP,C_PAN_PRD_MC_PSI,C_PAN_PRD_CPP_PSI,C_PAN_MC_CPP_PSI,C_PRD_MC_CPP_PSI,C_PAN_PRD_MC,C_PAN_PRD_CPP,C_PAN_PRD_PSI,C_PAN_MC_CPP,C_PAN_MC_PSI,C_PAN_CPP_PSI,C_PRD_MC_CPP,C_PRD_MC_PSI,C_PRD_CPP_PSI,C_MC_CPP_PSI,C_PAN_PRD,C_PAN_MC,C_PAN_CPP,C_PAN_PSI,C_PRD_MC,C_PRD_CPP,C_PRD_PSI,C_MC_CPP,C_MC_PSI,C_CPP_PSI,C_NA_CPP,C_PV_CPP_PSI,C_PV_CPP,C_PV_PSI,CAND_IND_1,CAND_IND_2,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'210416C0100,210416C010002,21,PUEBLA,035,CHIAUTZINGO,0416,01,C,00,1,2,204,390,6,396,65,89,6,11,6,8,,62,23,117,3,2,4,1,2,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,7,396,406,580,6,,1,F,83ae6170649f2982ac25fb6f8835b66c7659814a6c560406d154f570b1c98c3d,2018-07-02 02:39:00,2018-07-02 02:42:58,2018-07-02 02:44:10,CATD,Escaner,ACTA PREP
'210416C0200,210416C020002,21,PUEBLA,035,CHIAUTZINGO,0416,02,C,00,1,2,236,358,6,364,60,55,1,17,5,7,,56,25,112,3,5,2,2,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,14,364,364,580,6,,1,F,b8b23b7a21c2111b09b6ccef5cfe55a4690324d95afdd26a97456734771f9112,2018-07-02 03:32:00,2018-07-02 03:38:10,2018-07-02 03:39:38,CATD,Escaner,ACTA PREP
'210417B0100,210417B010002,21,PUEBLA,035,CHIAUTZINGO,0417,01,B,00,1,2,185,371,3,374,50,74,11,13,2,5,,69,31,92,4,5,1,1,5,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,11,374,374,539,3,,1,F,48bc04faad58f43b254e035ad333281f042e57d7771b2a41f992f75c21e7b89f,2018-07-02 00:57:00,2018-07-02 01:05:44,2018-07-02 01:06:33,CATD,Escaner,ACTA PREP
'210417C0100,210417C010002,21,PUEBLA,035,CHIAUTZINGO,0417,01,C,00,1,2,200,355,3,358,50,89,10,11,3,3,,70,19,80,4,5,0,0,3,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,11,358,358,539,3,,1,F,c54633dcfeb63c2e84c93368d5c5fb2a88da4cdd9832412d70c635a5bc55d6f4,2018-07-02 01:34:00,2018-07-02 01:42:30,2018-07-02 01:43:40,CATD,Escaner,ACTA PREP
'210417C0200,210417C020002,21,PUEBLA,035,CHIAUTZINGO,0417,02,C,00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538,,Todos los campos vacio,0,F,605d05cb61f691bfba19658b3e9677f1351ac23c04a0bf2eefcf672ba1bfe4f4,2018-07-02 01:37:00,2018-07-02 02:23:50,2018-07-02 02:25:00,CATD,Escaner,ACTA PREP
'210418B0100,210418B010002,21,PUEBLA,035,CHIAUTZINGO,0418,01,B,00,1,2,265,350,4,354,72,60,3,23,4,13,,23,17,104,4,2,3,0,1,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,1,18,354,354,599,4,,1,F,5aee82075ce81fb501ff53de3b9fd235552c3b7cbf363cd69c016727f551b361,2018-07-02 00:40:00,2018-07-02 00:51:54,2018-07-02 00:52:53,CATD,Escaner,ACTA PREP
'210418C0100,210418C010002,21,PUEBLA,035,CHIAUTZINGO,0418,01,C,00,1,2,309,304,6,310,41,84,7,21,5,9,,9,13,103,1,3,0,3,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,11,310,310,599,6,,1,F,0e8a6e8510be83be6db58c2f34669dcf7bc9cb6d64a0c647000778f60eba6f85,2018-07-02 00:34:00,2018-07-02 00:42:02,2018-07-02 00:43:02,CATD,Escaner,ACTA PREP
'210418C0200,210418C020002,21,PUEBLA,035,CHIAUTZINGO,0418,02,C,00,1,2,276,339,4,343,50,71,1,21,10,4,,15,16,125,3,3,4,0,3,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,14,343,343,599,4,,1,F,e25d12c5165b313bcb347b419e8b9ae5280e604cd7ca7ad8c87c38da054f085d,2018-07-02 01:30:00,2018-07-02 02:38:33,2018-07-02 02:39:45,CATD,Escaner,CC
'210418C0300,210418C030002,21,PUEBLA,035,CHIAUTZINGO,0418,03,C,00,1,2,307,308,4,312,36,55,6,16,1,7,,13,14,144,2,3,0,0,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,10,312,310,599,4,,1,F,68ae2d9e2b9f0dd894c901b2a004e7fd67a7caf35579fdc959f92900af839ddc,2018-07-02 01:24:00,2018-07-02 01:30:51,2018-07-02 01:33:34,CATD,Escaner,ACTA PREP
'210419B0100,210419B010002,21,PUEBLA,035,CHIAUTZINGO,0419,01,B,00,2,2,373,328,0,328,57,55,9,39,6,4,,14,21,92,0,1,5,0,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,15,328,320,680,0,,1,F,8d91bfb438c7ebb981c9fc986d47dfc2b87c8f78b53543ff8b436d4d29ee3fba,2018-07-02 03:12:00,2018-07-02 03:16:13,2018-07-02 03:18:03,CATD,Escaner,ACTA PREP
'210419C0100,210419C010002,21,PUEBLA,035,CHIAUTZINGO,0419,01,C,00,2,2,386,304,6,310,62,53,3,30,3,10,,11,21,91,3,2,3,0,1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,18,310,311,679,6,,1,F,3c24f3d326a4256f323eb2fbe326a149f4773e3dcfcb52683c7bfeaa539da1a2,2018-07-02 03:15:00,2018-07-02 03:23:57,2018-07-02 03:25:47,CATD,Escaner,ACTA PREP
'210420B0100,210420B010002,21,PUEBLA,035,CHIAUTZINGO,0420,01,B,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725,,Sin Acta,0,,,,,,,,
'210420C0100,210420C010002,21,PUEBLA,035,CHIAUTZINGO,0420,01,C,00,2,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0,0,0,725,0,Todos los campos ilegibles,0,F,ec2e753d6a3166d8875fc1e28e7a8ce6a84365c14a113c26b0460f1abf397301,2018-07-02 04:29:00,2018-07-02 04:51:30,2018-07-02 04:53:50,CATD,Escaner,ACTA PREP
'210420C0200,210420C020002,21,PUEBLA,035,CHIAUTZINGO,0420,02,C,00,2,2,283,461,0,461,100,93,4,12,3,9,,44,31,141,3,5,2,0,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,10,461,461,724,0,,1,F,993702c7422d9bdfe8c355bfe855139f48943982cce9e2d5009ce11353ab8c29,2018-07-02 04:32:00,2018-07-02 04:39:13,2018-07-02 04:41:10,CATD,Escaner,ACTA PREP
'210421B0100,210421B010002,21,PUEBLA,035,CHIAUTZINGO,0421,01,B,00,1,2,177,429,0,0,16,124,5,23,6,2,,12,178,28,3,2,1,0,0,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,26,429,429,586,0,,1,F,5b9e88de0cfac97a0f5f42906b7060f949f19a06cb9a31434892ed89d4d129cd,2018-07-02 03:50:00,2018-07-02 03:55:29,2018-07-02 03:57:15,CATD,Escaner,ACTA PREP
'210421C0100,210421C010002,21,PUEBLA,035,CHIAUTZINGO,0421,01,C,00,1,2,0,0,0,415,23,117,4,21,2,5,,5,169,32,2,1,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,34,0,415,586,0,,1,F,b8ecd20841eaab1a2152326ee228275c0363d92dc9d5ce387d150b473d8e744b,2018-07-02 03:53:00,2018-07-02 04:04:24,2018-07-02 04:09:24,CATD,Escaner,ACTA PREP
'210422B0100,210422B010002,21,PUEBLA,035,CHIAUTZINGO,0422,01,B,00,1,2,225,485,2,487,43,43,8,11,4,9,,11,275,62,0,2,1,0,2,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,16,487,487,692,2,,1,F,bde74e9393bea81b90dee4d720bba7730eb422d6c2e1cfb821ced33b479a2de6,2018-07-02 03:55:00,2018-07-02 04:12:00,2018-07-02 04:14:28,CATD,Escaner,ACTA PREP
'210422C0100,210422C010002,21,PUEBLA,035,CHIAUTZINGO,0422,01,C,00,1,2,252,457,3,460,23,57,4,14,2,4,,7,247,63,1,1,1,0,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,34,460,460,691,3,,1,F,266bc10697aa031e86d61891621cd1d7b2e9be59128edf01f78324a0d2345698,2018-07-02 03:58:00,2018-07-02 04:18:47,2018-07-02 04:20:26,CATD,Escaner,ACTA PREP
'210430B0100,210430B010002,21,PUEBLA,036,CHICHIQUILA,0430,01,B,00,2,2,141,517,6,523,69,221,6,3,1,6,133,2,8,26,3,2,1,0,1,,,,,,,,6,,,,,,,,,,7,0,,,0,,,,,,,,,,,,0,28,523,523,644,6,,1,F,7d12c16def3af3dc9fc8e3c8b344037d121cfdb4b34811d82ffafbb583b93bcb,2018-07-02 03:36:00,2018-07-02 03:38:22,2018-07-02 03:39:30,CATD,Escaner,ACTA PREP
'210430C0100,210430C010002,21,PUEBLA,036,CHICHIQUILA,0430,01,C,00,2,2,143,509,521,521,84,192,7,3,2,0,137,5,2,22,0,4,0,0,4,,,,,,,,11,,,,,,,,,,4,1,,,0,,,,,,,,,,,,0,29,521,507,644,521,,1,F,7101e71763b50b80acbd21e14288e24a13c16e2af51d6315632093e757a88d95,2018-07-02 08:22:00,2018-07-02 08:24:59,2018-07-02 08:43:15,CATD,Escaner,ACTA PREP
'210430C0200,210430C020002,21,PUEBLA,036,CHICHIQUILA,0430,02,C,00,2,2,142,532,12,522,97,186,19,1,1,8,130,10,3,26,1,1,0,0,1,,,,,,,,13,,,,,,,,,,2,0,,,0,,,,,,,,,,,,0,0,544,499,644,12,,1,F,aeaf36c73000ed265b362f102c373a37ac3fd7bc23454e865b2e779802decd90,2018-07-02 05:18:00,2018-07-02 05:20:21,2018-07-02 05:24:07,CATD,Escaner,ACTA PREP
'210430C0300,210430C030002,21,PUEBLA,036,CHICHIQUILA,0430,03,C,00,2,2,128,520,15,535,69,188,14,8,1,0,136,6,6,60,3,0,1,0,0,,,,,,,,9,,,,,,,,,,3,4,,,0,,,,,,,,,,,,0,27,535,535,643,15,,1,F,e04ef7546fe9504df4efdf31cd290de4745f463ef2b5074d51adc2e0d26fb203,2018-07-02 05:32:00,2018-07-02 05:34:01,2018-07-02 05:42:15,CATD,Escaner,ACTA PREP
'210431B0100,210431B010002,21,PUEBLA,036,CHICHIQUILA,0431,01,B,00,2,2,209,357,10,367,61,161,7,10,0,1,35,4,7,62,1,2,0,0,0,,,,,,,,0,,,,,,,,,,0,1,,,0,,,,,,,,,,,,0,15,367,367,556,10,,1,D,fc0a1f2417851680b29de034b87610e79575b32332bd1d18f57a5ad1bfbc3866,2018-07-02 06:34:05,2018-07-02 08:57:02,2018-07-02 08:57:41,CASILLA,Movil,ACTA PREP
'210432B0100,210432B010002,21,PUEBLA,036,CHICHIQUILA,0432,01,B,00,2,2,188,398,19,398,58,46,7,9,2,9,150,10,11,54,1,3,1,0,2,,,,,,,,2,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,33,417,398,566,19,,1,F,811783c4dbf3a85bbad7ac0a9c73391d1ca9a1d7e0892f3afbc0fb2fb1f263ec,2018-07-02 11:06:00,2018-07-02 11:08:21,2018-07-02 11:11:38,CATD,Escaner,ACTA PREP
'210432E0100,210432E010002,21,PUEBLA,036,CHICHIQUILA,0432,01,E,00,2,2,120,384,6,390,45,130,4,6,2,5,37,49,8,69,3,0,0,0,0,,,,,,,,0,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,32,390,390,490,6,,1,F,0d162417dd8ae8cf75a36442a88ddd8ef6304ff9c91a5e9cae1dbfe7257ae950,2018-07-02 09:36:00,2018-07-02 09:38:25,2018-07-02 09:39:20,CATD,Escaner,ACTA PREP
'210432E0200,210432E020002,21,PUEBLA,036,CHICHIQUILA,0432,02,E,00,2,2,159,612,12,0,111,119,5,6,3,5,113,2,27,38,0,1,0,0,2,,,,,,,,7,,,,,,,,,,2,2,,,0,,,,,,,,,,,,0,30,624,473,612,12,,1,F,24c78efd83b865cb699af635f971e2373738679f8ca22c3d78e7b22440a4c43a,2018-07-02 10:45:00,2018-07-02 10:47:30,2018-07-02 10:48:55,CATD,Escaner,ACTA PREP
'210433B0100,210433B010002,21,PUEBLA,036,CHICHIQUILA,0433,01,B,00,2,2,220,416,11,427,70,80,10,13,1,5,69,18,44,42,0,6,1,0,3,,,,,,,,8,,,,,,,,,,2,0,,,0,,,,,,,,,,,,0,56,427,428,628,11,,1,F,db8a44afa8b7672d5cdfcd3810588513b13ddc902dc0536ac63784c957d046b5,2018-07-02 05:55:00,2018-07-02 05:57:45,2018-07-02 06:01:42,CATD,Escaner,ACTA PREP
'210433C0100,210433C010002,21,PUEBLA,036,CHICHIQUILA,0433,01,C,00,2,2,217,423,5,428,57,81,4,6,0,7,81,43,43,35,3,5,0,1,1,,,,,,,,15,,,,,,,,,,3,1,,,0,,,,,,,,,,,,0,44,428,430,628,5,,1,F,96d81ca93b823be1048d0b7c8b8bf27ac121a42e7ff2aa058098b49afdb62033,2018-07-02 06:18:00,2018-07-02 06:22:34,2018-07-02 06:32:59,CATD,Escaner,ACTA PREP
'210433C0200,210433C020002,21,PUEBLA,036,CHICHIQUILA,0433,02,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627,,Sin Acta,0,,,,,,,,
'210433C0300,210433C030002,21,PUEBLA,036,CHICHIQUILA,0433,03,C,00,2,2,206,432,10,442,75,115,6,4,2,5,70,25,34,43,2,1,0,0,0,,,,,,,,12,,,,,,,,,,0,1,,,0,,,,,,,,,,,,0,46,442,441,627,10,,1,F,4d6df2076c241e17022a38022cbe1636d231041acbf849596514498d95cea95c,2018-07-02 06:40:00,2018-07-02 06:42:51,2018-07-02 06:43:41,CATD,Escaner,ACTA PREP
'210434B0100,210434B010002,21,PUEBLA,036,CHICHIQUILA,0434,01,B,00,2,2,134,343,10,353,79,95,3,5,0,1,44,4,59,24,1,1,0,0,0,,,,,,,,2,,,,,,,,,,1,1,,,1,,,,,,,,,,,,0,32,353,353,467,10,,1,F,2fb7a7229890d93509938ffe4b315ad6bcc09182101bf1d5855b765cb1081e74,2018-07-02 02:10:00,2018-07-02 02:13:21,2018-07-02 02:26:11,CATD,Escaner,ACTA PREP
'210435B0100,210435B010002,21,PUEBLA,036,CHICHIQUILA,0435,01,B,00,2,2,0,0,0,0,69,156,7,1,0,6,30,91,13,23,4,0,1,0,0,,,,,,,,1,,,,,,,,,,2,0,,,0,,,,,,,,,,,,0,30,0,434,582,0,,1,F,0c5d350ae54ef2890905f973ebc29fa17df293342222ae7475bbc1d3d13251ae,2018-07-02 09:15:00,2018-07-02 09:18:07,2018-07-02 09:18:37,CATD,Escaner,ACTA PREP
'210435C0100,210435C010002,21,PUEBLA,036,CHICHIQUILA,0435,01,C,00,2,2,190,412,12,412,59,149,6,3,0,6,37,88,11,10,2,0,0,0,1,,,,,,,,3,,,,,,,,,,1,0,,,0,,,,,,,,,,,,0,35,412,411,582,12,,1,F,a025816b200f763afc0b5a7dbdd99bd601c844f2d9112d018315c3495c254c86,2018-07-02 07:35:00,2018-07-02 07:37:07,2018-07-02 07:38:05,CATD,Escaner,ACTA PREP
'210435C0200,210435C020002,21,PUEBLA,036,CHICHIQUILA,0435,02,C,00,2,2,0,0,0,0,43,153,6,5,1,4,39,125,6,21,1,1,0,0,1,,,,,,,,0,,,,,,,,,,1,1,,,0,,,,,,,,,,,,0,15,0,423,582,0,,1,F,4b3cbb7060e90d19ee442b15803fbf85f8e7037b009d9067fdebdc204d407c8b,2018-07-02 10:24:00,2018-07-02 10:26:24,2018-07-02 10:26:31,CATD,Escaner,ACTA PREP
'210436B0100,210436B010002,21,PUEBLA,036,CHICHIQUILA,0436,01,B,00,2,2,186,508,9,517,98,94,2,7,1,5,75,81,7,102,4,5,1,0,1,,,,,,,,4,,,,,,,,,,2,1,,,0,,,,,,,,,,,,0,27,517,517,674,9,,1,F,ee2a1196f79a4514503deae0f4206521592bb2a7e6c4c31d5052190f7ab9288a,2018-07-02 07:50:00,2018-07-02 07:52:40,2018-07-02 07:53:29,CATD,Escaner,ACTA PREP
'210436C0100,210436C010002,21,PUEBLA,036,CHICHIQUILA,0436,01,C,00,2,2,165,529,9,538,157,87,6,15,4,10,32,39,8,23,8,0,0,0,0,,,,,,,,0,,,,,,,,,,9,0,,,0,,,,,,,,,,,,0,1,538,399,673,9,,1,F,c5309a3491953092413f30b2cde00ff2b594f1d00bd94537676e91d363f9552d,2018-07-02 08:09:00,2018-07-02 08:12:10,2018-07-02 08:18:40,CATD,Escaner,ACTA PREP
'210437B0100,210437B010002,21,PUEBLA,036,CHICHIQUILA,0437,01,B,00,2,2,166,528,6,522,102,87,0,6,0,2,90,28,3,158,0,6,1,2,7,,,,,,,,2,,,,,,,,,,4,0,,,0,,,,,,,,,,,,0,24,534,522,679,6,,1,F,97a2c44ef544b5199c42adfcaccef6590ce04bcec8aee26659b71b4864b68a48,2018-07-02 08:47:00,2018-07-02 08:52:06,2018-07-02 09:01:37,CATD,Escaner,ACTA PREP
'210437E0100,210437E010002,21,PUEBLA,036,CHICHIQUILA,0437,01,E,00,2,2,138,526,14,532,47,34,2,15,4,18,19,4,27,7,12,8,7,3,6,,,,,,,,0,,,,,,,,,,1,0,,,0,,,,,,,,,,,,0,31,540,245,656,14,,1,F,f25ab600545dc83db788d3e59b85ea3908cfdfe1fbaef183f47b67d071f5aca6,2018-07-02 07:14:00,2018-07-02 07:16:32,2018-07-02 07:17:36,CATD,Escaner,ACTA PREP
'210438B0100,210438B010002,21,PUEBLA,036,CHICHIQUILA,0438,01,B,00,2,2,140,544,9,0,125,106,4,5,1,3,169,4,3,42,5,7,2,0,0,,,,,,,,1,,,,,,,,,,3,0,,,0,,,,,,,,,,,,0,55,553,535,655,9,,1,F,d34ac4951077ab1e73b7b637d630d396aec4343a351ca4fd5624ebaf9ef578e0,2018-07-02 09:47:00,2018-07-02 09:49:19,2018-07-02 09:51:20,CATD,Escaner,ACTA PREP
'210438C0100,210438C010002,21,PUEBLA,036,CHICHIQUILA,0438,01,C,00,2,2,118,546,8,558,149,124,6,5,2,7,57,4,2,7,147,4,2,56,0,,,,,,,,11,,,,,,,,,,4,0,,,0,,,,,,,,,,,,0,36,554,623,655,8,,1,F,4c7ceb0f31d4cac7ddde73849e07ba1b960e0ba0987e533526ff00ad16a98f3f,2018-07-02 10:09:00,2018-07-02 10:09:33,2018-07-02 10:13:42,CATD,Escaner,ACTA PREP
'210438E0100,210438E010002,21,PUEBLA,036,CHICHIQUILA,0438,01,E,00,2,2,115,361,10,371,56,107,12,11,1,3,53,16,17,58,1,2,1,0,1,,,,,,,,1,,,,,,,,,,2,0,,,0,,,,,,,,,,,,0,29,371,371,465,10,,1,F,b088c1c503c6ff5f470ed1d82c60cfcfb17de93b888e3cf2c643c0472e6898c5,2018-07-02 06:56:00,2018-07-02 07:00:17,2018-07-02 07:02:13,CATD,Escaner,ACTA PREP
'210438E0101,210438E010102,21,PUEBLA,036,CHICHIQUILA,0438,01,E,01,2,2,131,342,12,354,43,82,7,9,3,8,50,19,12,73,6,1,3,0,0,,,,,,,,4,,,,,,,,,,0,0,,,2,,,,,,,,,,,,0,32,354,354,465,12,,1,F,386ce0d6f788fa9de93364502edb03ab010822b974db9013a44f5107c9b015d2,2018-07-02 11:18:00,2018-07-02 11:23:39,2018-07-02 11:25:12,CATD,Escaner,ACTA PREP
'210423B0100,210423B010002,21,PUEBLA,037,CHICONCUAUTLA,0423,01,B,00,2,2,132,503,0,505,158,232,1,5,2,0,55,0,0,6,0,0,0,0,0,,,,,,,,5,,,,,,,,,,0,1,,,0,,,,,,,,,,,,0,40,503,505,617,0,,1,F,3a8f635881a91a9b19dbbe16182b995358bc70d993a486ca18f8215b6e868a7b,2018-07-02 03:50:00,2018-07-02 04:01:43,2018-07-02 04:03:50,CATD,Escaner,ACTA PREP
'210423C0100,210423C010002,21,PUEBLA,037,CHICONCUAUTLA,0423,01,C,00,2,2,150,482,0,486,171,220,1,2,1,0,46,0,1,5,1,0,0,0,0,,,,,,,,3,,,,,,,,,,2,0,,,0,,,,,,,,,,,,1,31,48,485,617,0,,1,F,f28037a94d8d61ac0a6f0483f4694b9a60336d16e68e0e583b933582096c3bd4,2018-07-02 05:46:00,2018-07-02 07:17:15,2018-07-02 07:17:52,CATD,Escaner,ACTA PREP
'210423C0200,210423C020002,21,PUEBLA,037,CHICONCUAUTLA,0423,02,C,00,2,2,117,520,0,637,201,212,2,2,0,0,40,0,1,5,2,0,0,0,0,,,,,,,,2,,,,,,,,,,2,1,,,1,,,,,,,,,,,,0,48,637,519,617,0,,1,F,11b68de9f4856b2de5639332f58b4c941139ca2e05b9d06ee1fe63551a2396f2,2018-07-02 05:27:00,2018-07-02 06:20:53,2018-07-02 06:24:08,CATD,Escaner,ACTA PREP
'210423C0300,210423C030002,21,PUEBLA,037,CHICONCUAUTLA,0423,03,C,00,2,2,134,501,0,501,148,264,3,1,3,2,39,2,0,5,0,0,0,0,0,,,,,,,,1,,,,,,,,,,1,0,,,0,,,,,,,,,,,,0,32,501,501,616,0,,1,F,23d97f547ad046ad9bec50e0b4a6990a168ca8f71987c951d2a3ab5544e20d63,2018-07-02 05:21:00,2018-07-02 06:11:23,2018-07-02 06:11:55,CATD,Escaner,ACTA PREP
'210424B0100,210424B010002,21,PUEBLA,037,CHICONCUAUTLA,0424,01,B,00,2,2,138,552,0,560,11,240,0,0,0,0,148,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,5,0,,,0,,,,,,,,,,,,0,56,552,460,675,0,,1,F,0b8c8963e6e64e07db00ed7dfbca5d898a6922ea958fa0e1e8442b45e7793042,2018-07-02 05:33:00,2018-07-02 06:36:36,2018-07-02 06:39:52,CATD,Escaner,ACTA PREP
'210424C0100,210424C010002,21,PUEBLA,037,CHICONCUAUTLA,0424,01,C,00,2,2,158,0,536,532,132,219,0,1,3,1,124,0,1,10,0,0,0,0,0,,,,,,,,2,,,,,,,,,,4,0,,,0,,,,,,,,,,,,0,35,536,532,675,536,,1,F,c3cdf19efd356bcdc3ff13a328b947b4cf9ec07f315128d361aebc1a016a0387,2018-07-02 05:38:00,2018-07-02 07:14:00,2018-07-02 07:14:30,CATD,Escaner,ACTA PREP
'210424E0100,210424E010002,21,PUEBLA,037,CHICONCUAUTLA,0424,01,E,00,2,2,178,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,,,,,,,,3,,,,,,,,,,11,2,,,0,,,,,,,,,,,,0,44,0,108,695,0,,1,F,a6242ceae6cc9e6ee8b51b3b8a68776ef3b3897a48f883bd633f3314d1aa4359,2018-07-02 07:16:00,2018-07-02 07:54:33,2018-07-02 07:58:42,CATD,Escaner,ACTA PREP
'210425B0100,210425B010002,21,PUEBLA,037,CHICONCUAUTLA,0425,01,B,00,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,0,0,0,666,0,,1,F,de09a2e73efbd5dcda5ed52fe695a80d774fe27927df5f3037226e78810212d5,2018-07-02 07:11:00,2018-07-02 07:48:58,2018-07-02 07:49:13,CATD,Escaner,ACTA PREP
'210426B0100,210426B010002,21,PUEBLA,037,CHICONCUAUTLA,0426,01,B,00,2,2,106,528,1,530,110,250,1,5,1,3,101,0,3,4,0,0,0,0,0,,,,,,,,3,,,,,,,,,,0,1,,,0,,,,,,,,,,,,0,48,529,530,615,1,,1,F,54667ff474a10c79a6306f6462b7978c9608c57c0a2988659ca8e1070da5e085,2018-07-02 09:45:00,2018-07-02 10:06:53,2018-07-02 10:09:35,CATD,Escaner,ACTA PREP
'210426C0100,210426C010002,21,PUEBLA,037,CHICONCUAUTLA,0426,01,C,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,,Sin Acta,0,,,,,,,,
'210427B0100,210427B010002,21,PUEBLA,037,CHICONCUAUTLA,0427,01,B,00,2,2,59,385,0,385,68,133,1,5,2,1,108,2,1,0,1,0,0,0,0,,,,,,,,0,,,,,,,,,,0,0,,,0,,,,,,,,,,,,0,59,385,381,424,0,,1,F,2bc872961d25063a9eee5792e12eb60bf0a895ce69356d9ccd25a731f4e9336c,2018-07-02 04:04:00,2018-07-02 04:32:37,2018-07-02 04:34:19,CATD,Escaner,ACTA PREP
'210427C0100,210427C010002,21,PUEBLA,037,CHICONCUAUTLA,0427,01,C,00,2,2,68,376,0,376,91,116,3,3,7,2,77,2,5,5,1,0,0,0,0,,,,,,,,2,,,,,,,,,,3,3,,,0,,,,,,,,,,,,0,56,376,376,423,0,,1,F,bee6127d4f832352c9c9b326f2bb39c4917a744d71e19b818aaa715f0239b2eb,2018-07-02 03:58:00,2018-07-02 04:27:43,2018-07-02 04:28:56,CATD,Escaner,ACTA PREP
'210427E0100,210427E010002,21,PUEBLA,037,CHICONCUAUTLA,0427,01,E,00,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,,Sin Acta,0,,,,,,,,
